mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2021-02,Córdoba,Salta,95,262,previaje 1
2021-02,Córdoba,San Luis,93,283,previaje 1
2021-02,Córdoba,Santa Cruz,294,767,previaje 1
2021-02,Córdoba,Santa Fe,11,31,previaje 1
2021-02,Córdoba,Santiago del Estero,31,106,previaje 1
2021-02,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",309,794,previaje 1
2021-02,Córdoba,Tucumán,7,14,previaje 1
2021-02,Corrientes,Buenos Aires,9,29,previaje 1
2021-02,Corrientes,Ciudad Autónoma de Buenos Aires,8,20,previaje 1
2021-02,Corrientes,Córdoba,6,19,previaje 1
2021-02,Corrientes,Corrientes,14,62,previaje 1
2021-02,Corrientes,Entre Ríos,5,19,previaje 1
2021-02,Corrientes,Mendoza,9,21,previaje 1
2021-02,Corrientes,Misiones,9,30,previaje 1
2021-02,Corrientes,Río Negro,13,36,previaje 1
2021-02,Corrientes,Salta,4,17,previaje 1
2021-02,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,9,previaje 1
2021-02,Entre Ríos,Buenos Aires,100,297,previaje 1
2021-02,Entre Ríos,Chubut,4,10,previaje 1
2021-02,Entre Ríos,Ciudad Autónoma de Buenos Aires,6,15,previaje 1
2021-02,Entre Ríos,Córdoba,77,234,previaje 1
2021-02,Entre Ríos,Corrientes,5,23,previaje 1
2021-02,Entre Ríos,Entre Ríos,47,153,previaje 1
2021-02,Entre Ríos,Jujuy,6,17,previaje 1
2021-02,Entre Ríos,Mendoza,36,126,previaje 1
2021-02,Entre Ríos,Misiones,7,37,previaje 1
2021-02,Entre Ríos,Neuquén,23,81,previaje 1
2021-02,Entre Ríos,Río Negro,69,177,previaje 1
2021-02,Entre Ríos,Salta,14,25,previaje 1
2021-02,Entre Ríos,San Luis,16,37,previaje 1
2021-02,Entre Ríos,Santa Cruz,47,114,previaje 1
2021-02,Entre Ríos,Santa Fe,3,17,previaje 1
2021-02,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",33,113,previaje 1
2021-02,Jujuy,Buenos Aires,25,74,previaje 1
2021-02,Jujuy,Ciudad Autónoma de Buenos Aires,12,25,previaje 1
2021-02,Jujuy,Córdoba,13,26,previaje 1
2021-02,Jujuy,Corrientes,11,36,previaje 1
2021-02,Jujuy,Jujuy,12,31,previaje 1
2021-02,Jujuy,Misiones,21,60,previaje 1
2021-02,Jujuy,Neuquén,4,12,previaje 1
2021-02,Jujuy,Río Negro,7,19,previaje 1
2021-02,Jujuy,Salta,19,65,previaje 1
2021-02,Jujuy,Santa Cruz,4,8,previaje 1
2021-02,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,12,previaje 1
2021-02,La Pampa,Buenos Aires,10,37,previaje 1
2021-02,La Pampa,Córdoba,13,46,previaje 1
2021-02,La Pampa,Mendoza,5,14,previaje 1
2021-02,La Pampa,Misiones,6,17,previaje 1
2021-02,La Pampa,Neuquén,16,53,previaje 1
2021-02,La Pampa,Río Negro,11,36,previaje 1
2021-02,La Pampa,Salta,4,11,previaje 1
2021-02,La Pampa,San Luis,3,7,previaje 1
2021-02,La Pampa,Santa Cruz,6,18,previaje 1
2021-02,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",18,51,previaje 1
2021-02,La Rioja,Buenos Aires,15,29,previaje 1
2021-02,La Rioja,Chubut,4,11,previaje 1
2021-02,La Rioja,Ciudad Autónoma de Buenos Aires,4,5,previaje 1
2021-02,La Rioja,Córdoba,15,48,previaje 1
2021-02,La Rioja,La Rioja,3,11,previaje 1
2021-02,La Rioja,Mendoza,3,14,previaje 1
2021-02,La Rioja,Río Negro,15,41,previaje 1
2021-02,La Rioja,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,5,previaje 1
2021-02,Mendoza,Buenos Aires,287,809,previaje 1
2021-02,Mendoza,Chaco,3,12,previaje 1
2021-02,Mendoza,Chubut,40,110,previaje 1
2021-02,Mendoza,Ciudad Autónoma de Buenos Aires,38,69,previaje 1
2021-02,Mendoza,Córdoba,101,333,previaje 1
2021-02,Mendoza,Mendoza,238,663,previaje 1
2021-02,Mendoza,Misiones,35,97,previaje 1
2021-02,Mendoza,Neuquén,104,361,previaje 1
2021-02,Mendoza,Río Negro,195,605,previaje 1
2021-02,Mendoza,Salta,15,32,previaje 1
2021-02,Mendoza,San Juan,5,14,previaje 1
2021-02,Mendoza,San Luis,79,272,previaje 1
2021-02,Mendoza,Santa Cruz,59,148,previaje 1
2021-02,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",90,228,previaje 1
2021-02,Mendoza,Tucumán,4,7,previaje 1
2021-02,Misiones,Buenos Aires,29,80,previaje 1
2021-02,Misiones,Chubut,5,12,previaje 1
2021-02,Misiones,Ciudad Autónoma de Buenos Aires,11,22,previaje 1
2021-02,Misiones,Córdoba,8,21,previaje 1
2021-02,Misiones,Mendoza,6,12,previaje 1
2021-02,Misiones,Misiones,89,308,previaje 1
2021-02,Misiones,Neuquén,10,40,previaje 1
2021-02,Misiones,Río Negro,27,91,previaje 1
2021-02,Misiones,Salta,5,16,previaje 1
2021-02,Misiones,Santa Cruz,13,30,previaje 1
2021-02,Misiones,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",45,99,previaje 1
2021-02,Neuquén,Buenos Aires,49,136,previaje 1
2021-02,Neuquén,Chubut,11,30,previaje 1
2021-02,Neuquén,Ciudad Autónoma de Buenos Aires,34,90,previaje 1
2021-02,Neuquén,Córdoba,16,34,previaje 1
2021-02,Neuquén,Entre Ríos,3,3,previaje 1
2021-02,Neuquén,Jujuy,4,11,previaje 1
2021-02,Neuquén,Mendoza,22,71,previaje 1
2021-02,Neuquén,Misiones,22,43,previaje 1
2021-02,Neuquén,Neuquén,178,567,previaje 1
2021-02,Neuquén,Río Negro,93,305,previaje 1
2021-02,Neuquén,Salta,18,49,previaje 1
2021-02,Neuquén,Santa Cruz,30,83,previaje 1
2021-02,Neuquén,Santa Fe,3,7,previaje 1
2021-02,Neuquén,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",85,125,previaje 1
2021-02,Río Negro,Buenos Aires,53,163,previaje 1
2021-02,Río Negro,Chubut,14,45,previaje 1
2021-02,Río Negro,Ciudad Autónoma de Buenos Aires,46,114,previaje 1
2021-02,Río Negro,Córdoba,19,41,previaje 1
2021-02,Río Negro,Mendoza,19,49,previaje 1
2021-02,Río Negro,Misiones,6,13,previaje 1
2021-02,Río Negro,Neuquén,101,338,previaje 1
2021-02,Río Negro,Río Negro,232,658,previaje 1
2021-02,Río Negro,Salta,5,10,previaje 1
2021-02,Río Negro,Santa Cruz,32,104,previaje 1
2021-02,Río Negro,Santa Fe,6,16,previaje 1
2021-02,Río Negro,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",15,37,previaje 1
2021-02,Salta,Buenos Aires,99,264,previaje 1
2021-02,Salta,Chubut,13,22,previaje 1
2021-02,Salta,Ciudad Autónoma de Buenos Aires,35,79,previaje 1
2021-02,Salta,Córdoba,29,77,previaje 1
2021-02,Salta,Corrientes,23,48,previaje 1
2021-02,Salta,Entre Ríos,3,9,previaje 1
2021-02,Salta,Jujuy,35,94,previaje 1
2021-02,Salta,Mendoza,37,111,previaje 1
2021-02,Salta,Misiones,137,402,previaje 1
2021-02,Salta,Neuquén,19,46,previaje 1
2021-02,Salta,Río Negro,57,174,previaje 1
2021-02,Salta,Salta,131,472,previaje 1
2021-02,Salta,Santa Cruz,14,31,previaje 1
2021-02,Salta,Santiago del Estero,20,81,previaje 1
2021-02,Salta,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",48,116,previaje 1
2021-02,Salta,Tucumán,7,17,previaje 1
2021-02,San Juan,Buenos Aires,45,123,previaje 1
2021-02,San Juan,Ciudad Autónoma de Buenos Aires,8,18,previaje 1
2021-02,San Juan,Córdoba,10,36,previaje 1
2021-02,San Juan,La Rioja,4,10,previaje 1
2021-02,San Juan,Neuquén,11,39,previaje 1
2021-02,San Juan,Río Negro,17,53,previaje 1
2021-02,San Juan,Salta,3,7,previaje 1
2021-02,San Juan,San Juan,6,23,previaje 1
2021-02,San Juan,San Luis,9,41,previaje 1
2021-02,San Juan,Santa Cruz,3,6,previaje 1
2021-02,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,11,previaje 1
2021-02,San Luis,Buenos Aires,25,74,previaje 1
2021-02,San Luis,Ciudad Autónoma de Buenos Aires,7,14,previaje 1
2021-02,San Luis,Córdoba,22,58,previaje 1
2021-02,San Luis,Mendoza,4,11,previaje 1
2021-02,San Luis,Misiones,3,7,previaje 1
2021-02,San Luis,Neuquén,7,21,previaje 1
2021-02,San Luis,Río Negro,12,36,previaje 1
2021-02,San Luis,San Luis,38,147,previaje 1
2021-02,San Luis,Santa Cruz,5,12,previaje 1
2021-02,San Luis,Santa Fe,3,14,previaje 1
2021-02,San Luis,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,21,previaje 1
2021-02,Santa Cruz,Buenos Aires,22,45,previaje 1
2021-02,Santa Cruz,Chaco,3,4,previaje 1
2021-02,Santa Cruz,Chubut,10,35,previaje 1
2021-02,Santa Cruz,Ciudad Autónoma de Buenos Aires,20,49,previaje 1
2021-02,Santa Cruz,Córdoba,23,56,previaje 1
2021-02,Santa Cruz,Jujuy,3,7,previaje 1
2021-02,Santa Cruz,Mendoza,9,27,previaje 1
2021-02,Santa Cruz,Neuquén,5,19,previaje 1
2021-02,Santa Cruz,Río Negro,28,91,previaje 1
2021-02,Santa Cruz,Santa Cruz,41,107,previaje 1
2021-02,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",48,132,previaje 1
2021-02,Santa Fe,Buenos Aires,925,2816,previaje 1
2021-02,Santa Fe,Catamarca,3,6,previaje 1
2021-02,Santa Fe,Chubut,50,118,previaje 1
2021-02,Santa Fe,Ciudad Autónoma de Buenos Aires,30,72,previaje 1
2021-02,Santa Fe,Córdoba,1126,3706,previaje 1
2021-02,Santa Fe,Corrientes,10,35,previaje 1
2021-02,Santa Fe,Entre Ríos,73,274,previaje 1
2021-02,Santa Fe,Jujuy,36,107,previaje 1
2021-02,Santa Fe,La Rioja,3,16,previaje 1
2021-02,Santa Fe,Mendoza,264,768,previaje 1
2021-02,Santa Fe,Misiones,125,386,previaje 1
2021-02,Santa Fe,Neuquén,139,454,previaje 1
2021-02,Santa Fe,Río Negro,699,1867,previaje 1
2021-02,Santa Fe,Salta,133,311,previaje 1
2021-02,Santa Fe,San Juan,6,18,previaje 1
2021-02,Santa Fe,San Luis,121,333,previaje 1
2021-02,Santa Fe,Santa Cruz,242,570,previaje 1
2021-02,Santa Fe,Santa Fe,84,257,previaje 1
2021-02,Santa Fe,Santiago del Estero,7,24,previaje 1
2021-02,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",288,744,previaje 1
2021-02,Santa Fe,Tucumán,11,26,previaje 1
2021-02,Santiago del Estero,Buenos Aires,10,21,previaje 1
2021-02,Santiago del Estero,Ciudad Autónoma de Buenos Aires,12,28,previaje 1
2021-02,Santiago del Estero,Córdoba,11,33,previaje 1
2021-02,Santiago del Estero,Neuquén,3,7,previaje 1
2021-02,Santiago del Estero,Río Negro,15,60,previaje 1
2021-02,Santiago del Estero,Salta,6,20,previaje 1
2021-02,Santiago del Estero,Santiago del Estero,4,11,previaje 1
2021-02,Santiago del Estero,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,7,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Buenos Aires,66,157,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chaco,11,31,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chubut,5,15,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,39,94,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,42,99,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Entre Ríos,6,17,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Jujuy,11,15,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Mendoza,21,56,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Misiones,6,11,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Neuquén,6,11,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Negro,5,14,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Salta,6,12,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Luis,3,8,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,58,176,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Fe,5,16,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santiago del Estero,3,6,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",45,131,previaje 1
2021-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,13,26,previaje 1
2021-02,Tucumán,Buenos Aires,145,393,previaje 1
2021-02,Tucumán,Chubut,3,8,previaje 1
2021-02,Tucumán,Ciudad Autónoma de Buenos Aires,42,88,previaje 1
2021-02,Tucumán,Córdoba,72,216,previaje 1
2021-02,Tucumán,Corrientes,6,22,previaje 1
2021-02,Tucumán,Jujuy,20,50,previaje 1
2021-02,Tucumán,Mendoza,34,78,previaje 1
2021-02,Tucumán,Misiones,17,48,previaje 1
2021-02,Tucumán,Neuquén,6,16,previaje 1
2021-02,Tucumán,Río Negro,120,330,previaje 1
2021-02,Tucumán,Salta,88,284,previaje 1
2021-02,Tucumán,Santa Cruz,21,57,previaje 1
2021-02,Tucumán,Santiago del Estero,12,42,previaje 1
2021-02,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",40,85,previaje 1
2021-02,Tucumán,Tucumán,38,122,previaje 1
2021-03,Buenos Aires,Buenos Aires,2012,5434,previaje 1
2021-03,Buenos Aires,Catamarca,22,43,previaje 1
2021-03,Buenos Aires,Chubut,184,380,previaje 1
2021-03,Buenos Aires,Ciudad Autónoma de Buenos Aires,96,207,previaje 1
2021-03,Buenos Aires,Córdoba,813,2067,previaje 1
2021-03,Buenos Aires,Corrientes,34,104,previaje 1
2021-03,Buenos Aires,Entre Ríos,228,652,previaje 1
2021-03,Buenos Aires,Formosa,5,7,previaje 1
2021-03,Buenos Aires,Jujuy,163,390,previaje 1
2021-03,Buenos Aires,La Pampa,7,24,previaje 1
2021-03,Buenos Aires,La Rioja,19,39,previaje 1
2021-03,Buenos Aires,Mendoza,910,2387,previaje 1
2021-03,Buenos Aires,Misiones,1051,2925,previaje 1
2021-03,Buenos Aires,Neuquén,612,1616,previaje 1
2021-03,Buenos Aires,Río Negro,2099,5371,previaje 1
2021-03,Buenos Aires,Salta,670,1658,previaje 1
2021-03,Buenos Aires,San Juan,42,131,previaje 1
2021-03,Buenos Aires,San Luis,257,614,previaje 1
2021-03,Buenos Aires,Santa Cruz,1074,2679,previaje 1
2021-03,Buenos Aires,Santa Fe,22,45,previaje 1
2021-03,Buenos Aires,Santiago del Estero,118,336,previaje 1
2021-03,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1093,2562,previaje 1
2021-03,Buenos Aires,Tucumán,57,130,previaje 1
2021-03,Catamarca,Buenos Aires,3,5,previaje 1
2021-03,Catamarca,Ciudad Autónoma de Buenos Aires,3,7,previaje 1
2021-03,Catamarca,Córdoba,8,23,previaje 1
2021-03,Catamarca,Río Negro,5,13,previaje 1
2021-03,Catamarca,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,9,previaje 1
2021-03,Chaco,Buenos Aires,4,8,previaje 1
2021-03,Chaco,Ciudad Autónoma de Buenos Aires,14,31,previaje 1
2021-03,Chaco,Córdoba,45,85,previaje 1
2021-03,Chaco,Entre Ríos,3,9,previaje 1
2021-03,Chaco,Jujuy,3,12,previaje 1
2021-03,Chaco,Mendoza,14,28,previaje 1
2021-03,Chaco,Misiones,10,30,previaje 1
2021-03,Chaco,Neuquén,5,11,previaje 1
2021-03,Chaco,Río Negro,67,163,previaje 1
2021-03,Chaco,Salta,11,29,previaje 1
2021-03,Chaco,Santa Cruz,29,81,previaje 1
2021-03,Chaco,Santiago del Estero,6,15,previaje 1
2021-03,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",43,113,previaje 1
2021-03,Chubut,Buenos Aires,18,36,previaje 1
2021-03,Chubut,Catamarca,3,6,previaje 1
2021-03,Chubut,Chubut,42,120,previaje 1
2021-03,Chubut,Ciudad Autónoma de Buenos Aires,35,68,previaje 1
2021-03,Chubut,Córdoba,6,14,previaje 1
2021-03,Chubut,Entre Ríos,8,22,previaje 1
2021-03,Chubut,Jujuy,3,3,previaje 1
2021-03,Chubut,Mendoza,12,24,previaje 1
2021-03,Chubut,Misiones,16,36,previaje 1
2021-03,Chubut,Neuquén,7,20,previaje 1
2021-03,Chubut,Río Negro,30,95,previaje 1
2021-03,Chubut,Salta,18,32,previaje 1
2021-03,Chubut,San Luis,4,12,previaje 1
2021-03,Chubut,Santa Cruz,10,22,previaje 1
2021-03,Chubut,Santiago del Estero,7,17,previaje 1
2021-03,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",12,26,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Buenos Aires,1240,3371,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Catamarca,31,64,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Chaco,7,14,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Chubut,180,398,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,160,398,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Córdoba,384,924,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Corrientes,42,114,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Entre Ríos,139,398,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Jujuy,119,273,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,La Pampa,5,17,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,La Rioja,23,64,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Mendoza,864,2058,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Misiones,756,2005,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Neuquén,436,1050,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Río Negro,1784,4218,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Salta,546,1289,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,San Juan,41,92,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,San Luis,106,243,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Santa Cruz,1037,2388,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Santa Fe,29,69,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Santiago del Estero,48,142,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",980,2194,previaje 1
2021-03,Ciudad Autónoma de Buenos Aires,Tucumán,85,170,previaje 1
2021-03,Córdoba,Buenos Aires,190,582,previaje 1
2021-03,Córdoba,Catamarca,5,6,previaje 1
2021-03,Córdoba,Chaco,3,8,previaje 1
2021-03,Córdoba,Chubut,24,37,previaje 1
2021-03,Córdoba,Ciudad Autónoma de Buenos Aires,44,95,previaje 1
2021-03,Córdoba,Córdoba,977,2645,previaje 1
2021-03,Córdoba,Corrientes,10,32,previaje 1
2021-03,Córdoba,Entre Ríos,13,36,previaje 1
2021-03,Córdoba,Jujuy,16,46,previaje 1
2021-03,Córdoba,La Rioja,5,9,previaje 1
2021-03,Córdoba,Mendoza,113,272,previaje 1
2021-03,Córdoba,Misiones,202,562,previaje 1
2021-03,Córdoba,Neuquén,83,182,previaje 1
2021-03,Córdoba,Río Negro,569,1536,previaje 1
2021-03,Córdoba,Salta,96,242,previaje 1
2021-03,Córdoba,San Luis,31,93,previaje 1
2021-03,Córdoba,Santa Cruz,249,693,previaje 1
2021-03,Córdoba,Santa Fe,14,46,previaje 1
2021-03,Córdoba,Santiago del Estero,30,91,previaje 1
2021-03,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",292,750,previaje 1
2021-03,Córdoba,Tucumán,3,9,previaje 1
2021-03,Corrientes,Buenos Aires,4,8,previaje 1
2021-03,Corrientes,Ciudad Autónoma de Buenos Aires,4,6,previaje 1
2021-03,Corrientes,Córdoba,10,22,previaje 1
2021-03,Corrientes,Corrientes,6,21,previaje 1
2021-03,Corrientes,Entre Ríos,4,10,previaje 1
2021-03,Corrientes,Mendoza,4,8,previaje 1
2021-03,Corrientes,Misiones,8,27,previaje 1
2021-03,Corrientes,Neuquén,3,5,previaje 1
2021-03,Corrientes,Río Negro,11,39,previaje 1
2021-03,Corrientes,Santa Cruz,8,17,previaje 1
2021-03,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,20,previaje 1
2021-03,Entre Ríos,Buenos Aires,21,61,previaje 1
2021-03,Entre Ríos,Chubut,5,21,previaje 1
2021-03,Entre Ríos,Ciudad Autónoma de Buenos Aires,4,10,previaje 1
2021-03,Entre Ríos,Córdoba,44,118,previaje 1
2021-03,Entre Ríos,Entre Ríos,41,120,previaje 1
2021-03,Entre Ríos,Jujuy,6,15,previaje 1
2021-03,Entre Ríos,Mendoza,55,141,previaje 1
2021-03,Entre Ríos,Misiones,19,60,previaje 1
2021-03,Entre Ríos,Neuquén,19,63,previaje 1
2021-03,Entre Ríos,Río Negro,87,211,previaje 1
2021-03,Entre Ríos,Salta,36,74,previaje 1
2021-03,Entre Ríos,San Juan,20,46,previaje 1
2021-03,Entre Ríos,San Luis,23,51,previaje 1
2021-03,Entre Ríos,Santa Cruz,37,132,previaje 1
2021-03,Entre Ríos,Santa Fe,4,11,previaje 1
2021-03,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",31,68,previaje 1
2021-03,Formosa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,5,previaje 1
2021-03,Jujuy,Buenos Aires,12,23,previaje 1
2021-03,Jujuy,Ciudad Autónoma de Buenos Aires,13,25,previaje 1
2021-03,Jujuy,Córdoba,40,87,previaje 1
2021-03,Jujuy,Corrientes,4,16,previaje 1
2021-03,Jujuy,Jujuy,14,42,previaje 1
2021-03,Jujuy,Mendoza,4,9,previaje 1
2021-03,Jujuy,Misiones,9,20,previaje 1
2021-03,Jujuy,Río Negro,10,18,previaje 1
2021-03,Jujuy,Salta,16,50,previaje 1
2021-03,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,9,previaje 1
2021-03,Jujuy,Tucumán,4,6,previaje 1
2021-03,La Pampa,Buenos Aires,4,15,previaje 1
2021-03,La Pampa,Córdoba,12,26,previaje 1
2021-03,La Pampa,La Pampa,4,12,previaje 1
2021-03,La Pampa,Misiones,7,26,previaje 1
2021-03,La Pampa,Neuquén,12,33,previaje 1
2021-03,La Pampa,Río Negro,11,41,previaje 1
2021-03,La Pampa,Salta,3,6,previaje 1
2021-03,La Pampa,San Luis,3,5,previaje 1
2021-03,La Pampa,Santa Cruz,13,27,previaje 1
2021-03,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,21,previaje 1
2021-03,La Rioja,Córdoba,7,24,previaje 1
2021-03,La Rioja,La Rioja,3,8,previaje 1
2021-03,La Rioja,Neuquén,3,6,previaje 1
2021-03,La Rioja,Río Negro,3,9,previaje 1
2021-03,Mendoza,Buenos Aires,129,349,previaje 1
2021-03,Mendoza,Chubut,7,18,previaje 1
2021-03,Mendoza,Ciudad Autónoma de Buenos Aires,41,73,previaje 1
2021-03,Mendoza,Córdoba,80,229,previaje 1
2021-03,Mendoza,Mendoza,185,545,previaje 1
2021-03,Mendoza,Misiones,95,243,previaje 1
2021-03,Mendoza,Neuquén,82,251,previaje 1
2021-03,Mendoza,Río Negro,117,310,previaje 1
2021-03,Mendoza,Salta,21,55,previaje 1
2021-03,Mendoza,San Juan,3,15,previaje 1
2021-03,Mendoza,San Luis,30,100,previaje 1
2021-03,Mendoza,Santa Cruz,50,121,previaje 1
2021-03,Mendoza,Santiago del Estero,4,12,previaje 1
2021-03,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",58,137,previaje 1
2021-03,Mendoza,Tucumán,5,8,previaje 1
2021-03,Misiones,Buenos Aires,10,16,previaje 1
2021-03,Misiones,Chubut,10,23,previaje 1
2021-03,Misiones,Ciudad Autónoma de Buenos Aires,12,29,previaje 1
2021-03,Misiones,Córdoba,9,21,previaje 1
2021-03,Misiones,Mendoza,21,56,previaje 1
2021-03,Misiones,Misiones,52,128,previaje 1
2021-03,Misiones,Neuquén,7,15,previaje 1
2021-03,Misiones,Río Negro,34,122,previaje 1
2021-03,Misiones,Salta,25,44,previaje 1
2021-03,Misiones,Santa Cruz,21,41,previaje 1
2021-03,Misiones,Santiago del Estero,3,14,previaje 1
2021-03,Misiones,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",27,57,previaje 1
2021-03,Misiones,Tucumán,3,6,previaje 1
2021-03,Neuquén,Buenos Aires,29,82,previaje 1
2021-03,Neuquén,Chubut,10,35,previaje 1
2021-03,Neuquén,Ciudad Autónoma de Buenos Aires,52,97,previaje 1
2021-03,Neuquén,Córdoba,7,14,previaje 1
