mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2021-10,San Juan,Río Negro,3,6,previaje 1
2021-10,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,10,previaje 1
2021-10,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,32,previaje 1
2021-10,Santa Fe,Buenos Aires,12,36,previaje 1
2021-10,Santa Fe,Catamarca,3,18,previaje 1
2021-10,Santa Fe,Chubut,23,71,previaje 1
2021-10,Santa Fe,Ciudad Autónoma de Buenos Aires,8,22,previaje 1
2021-10,Santa Fe,Córdoba,211,330,previaje 1
2021-10,Santa Fe,Mendoza,12,38,previaje 1
2021-10,Santa Fe,Misiones,10,38,previaje 1
2021-10,Santa Fe,Neuquén,6,16,previaje 1
2021-10,Santa Fe,Río Negro,53,135,previaje 1
2021-10,Santa Fe,Salta,6,11,previaje 1
2021-10,Santa Fe,Santa Cruz,34,93,previaje 1
2021-10,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",37,100,previaje 1
2021-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,6,14,previaje 1
2021-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,15,previaje 1
2021-10,Tucumán,Córdoba,8,12,previaje 1
2021-10,Tucumán,Mendoza,3,6,previaje 1
2021-10,Tucumán,Río Negro,3,10,previaje 1
2021-11,Buenos Aires,Buenos Aires,120,344,previaje 1
2021-11,Buenos Aires,Chubut,24,60,previaje 1
2021-11,Buenos Aires,Córdoba,101,221,previaje 1
2021-11,Buenos Aires,Entre Ríos,74,108,previaje 1
2021-11,Buenos Aires,Jujuy,3,6,previaje 1
2021-11,Buenos Aires,Mendoza,47,122,previaje 1
2021-11,Buenos Aires,Misiones,12,38,previaje 1
2021-11,Buenos Aires,Neuquén,211,499,previaje 1
2021-11,Buenos Aires,Río Negro,65,161,previaje 1
2021-11,Buenos Aires,Salta,20,47,previaje 1
2021-11,Buenos Aires,San Luis,4,9,previaje 1
2021-11,Buenos Aires,Santa Cruz,51,121,previaje 1
2021-11,Buenos Aires,Santa Fe,3,8,previaje 1
2021-11,Buenos Aires,Santiago del Estero,9,33,previaje 1
2021-11,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",57,120,previaje 1
2021-11,Buenos Aires,Tucumán,5,11,previaje 1
2021-11,Catamarca,Neuquén,3,9,previaje 1
2021-11,Chaco,Córdoba,73,148,previaje 1
2021-11,Chubut,Chubut,3,5,previaje 1
2021-11,Chubut,Ciudad Autónoma de Buenos Aires,3,12,previaje 1
2021-11,Chubut,Neuquén,7,21,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Buenos Aires,57,113,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Chubut,14,35,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,7,12,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Córdoba,203,370,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Entre Ríos,38,68,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Mendoza,30,58,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Misiones,13,39,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Neuquén,106,258,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Río Negro,80,216,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Salta,11,28,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,Santa Cruz,31,73,previaje 1
2021-11,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",33,72,previaje 1
2021-11,Córdoba,Buenos Aires,5,12,previaje 1
2021-11,Córdoba,Ciudad Autónoma de Buenos Aires,4,10,previaje 1
2021-11,Córdoba,Córdoba,68,133,previaje 1
2021-11,Córdoba,Neuquén,23,65,previaje 1
2021-11,Córdoba,Río Negro,15,76,previaje 1
2021-11,Córdoba,Santa Cruz,6,11,previaje 1
2021-11,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10,22,previaje 1
2021-11,Corrientes,Neuquén,3,6,previaje 1
2021-11,Entre Ríos,Buenos Aires,28,72,previaje 1
2021-11,Entre Ríos,Córdoba,13,28,previaje 1
2021-11,Entre Ríos,Neuquén,6,12,previaje 1
2021-11,La Pampa,Buenos Aires,3,3,previaje 1
2021-11,La Pampa,Neuquén,8,29,previaje 1
2021-11,La Rioja,Córdoba,30,56,previaje 1
2021-11,Mendoza,Mendoza,4,5,previaje 1
2021-11,Mendoza,Neuquén,22,56,previaje 1
2021-11,Misiones,Río Negro,3,7,previaje 1
2021-11,Neuquén,Córdoba,35,58,previaje 1
2021-11,Neuquén,Neuquén,29,68,previaje 1
2021-11,Neuquén,Río Negro,4,15,previaje 1
2021-11,Río Negro,Buenos Aires,4,11,previaje 1
2021-11,Río Negro,Córdoba,3,3,previaje 1
2021-11,Río Negro,Neuquén,20,57,previaje 1
2021-11,Salta,Neuquén,9,21,previaje 1
2021-11,Salta,Río Negro,5,10,previaje 1
2021-11,San Juan,Neuquén,4,17,previaje 1
2021-11,Santa Fe,Buenos Aires,31,50,previaje 1
2021-11,Santa Fe,Chubut,5,10,previaje 1
2021-11,Santa Fe,Ciudad Autónoma de Buenos Aires,5,11,previaje 1
2021-11,Santa Fe,Córdoba,131,236,previaje 1
2021-11,Santa Fe,Mendoza,8,16,previaje 1
2021-11,Santa Fe,Neuquén,26,53,previaje 1
2021-11,Santa Fe,Río Negro,15,36,previaje 1
2021-11,Santa Fe,Santa Cruz,8,18,previaje 1
2021-11,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,20,previaje 1
2021-11,Tucumán,Neuquén,3,7,previaje 1
2021-12,Buenos Aires,Buenos Aires,54,134,previaje 1
2021-12,Buenos Aires,Ciudad Autónoma de Buenos Aires,5,14,previaje 1
2021-12,Buenos Aires,Córdoba,46,126,previaje 1
2021-12,Buenos Aires,Entre Ríos,11,11,previaje 1
2021-12,Buenos Aires,Mendoza,7,15,previaje 1
2021-12,Buenos Aires,Misiones,17,55,previaje 1
2021-12,Buenos Aires,Neuquén,129,277,previaje 1
2021-12,Buenos Aires,Río Negro,38,86,previaje 1
2021-12,Buenos Aires,Santa Cruz,5,12,previaje 1
2021-12,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",11,32,previaje 1
2021-12,Chaco,Córdoba,11,22,previaje 1
2021-12,Chubut,Neuquén,8,25,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Buenos Aires,56,126,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Córdoba,86,168,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Entre Ríos,21,42,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Mendoza,28,47,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Misiones,9,24,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Neuquén,101,208,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Río Negro,77,185,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,Santa Cruz,5,11,previaje 1
2021-12,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,18,previaje 1
2021-12,Córdoba,Córdoba,17,27,previaje 1
2021-12,Córdoba,Neuquén,18,30,previaje 1
2021-12,Córdoba,Río Negro,292,506,previaje 1
2021-12,Corrientes,Córdoba,3,6,previaje 1
2021-12,Entre Ríos,Neuquén,4,6,previaje 1
2021-12,Entre Ríos,Río Negro,3,13,previaje 1
2021-12,Entre Ríos,Salta,13,46,previaje 1
2021-12,La Pampa,Neuquén,3,17,previaje 1
2021-12,La Rioja,Córdoba,3,9,previaje 1
2021-12,La Rioja,Neuquén,3,6,previaje 1
2021-12,Mendoza,Buenos Aires,9,27,previaje 1
2021-12,Mendoza,Neuquén,7,23,previaje 1
2021-12,Mendoza,Río Negro,23,57,previaje 1
2021-12,Misiones,Neuquén,3,10,previaje 1
2021-12,Neuquén,Buenos Aires,5,26,previaje 1
2021-12,Neuquén,Neuquén,28,63,previaje 1
2021-12,Río Negro,Buenos Aires,67,139,previaje 1
2021-12,Río Negro,Ciudad Autónoma de Buenos Aires,3,5,previaje 1
2021-12,Río Negro,Córdoba,7,26,previaje 1
2021-12,Río Negro,Neuquén,6,11,previaje 1
2021-12,Río Negro,Río Negro,7,15,previaje 1
2021-12,San Juan,Neuquén,3,8,previaje 1
2021-12,Santa Fe,Córdoba,61,132,previaje 1
2021-12,Santa Fe,Mendoza,12,31,previaje 1
2021-12,Santa Fe,Neuquén,33,74,previaje 1
2021-12,Santa Fe,Río Negro,30,85,previaje 1
2021-12,Santa Fe,Santa Fe,3,7,previaje 1
2021-12,Tucumán,Córdoba,4,8,previaje 1
2021-11,Buenos Aires,Buenos Aires,4152,12077,previaje 2
2021-11,Buenos Aires,Catamarca,335,754,previaje 2
2021-11,Buenos Aires,Chaco,15,28,previaje 2
2021-11,Buenos Aires,Chubut,2011,5496,previaje 2
2021-11,Buenos Aires,Ciudad Autónoma de Buenos Aires,461,1221,previaje 2
2021-11,Buenos Aires,Córdoba,2043,5335,previaje 2
2021-11,Buenos Aires,Corrientes,292,830,previaje 2
2021-11,Buenos Aires,Entre Ríos,1201,3661,previaje 2
2021-11,Buenos Aires,Formosa,8,15,previaje 2
2021-11,Buenos Aires,Jujuy,1955,5249,previaje 2
2021-11,Buenos Aires,La Pampa,15,42,previaje 2
2021-11,Buenos Aires,La Rioja,368,844,previaje 2
2021-11,Buenos Aires,Mendoza,4966,13423,previaje 2
2021-11,Buenos Aires,Misiones,4052,12122,previaje 2
2021-11,Buenos Aires,Neuquén,2515,7049,previaje 2
2021-11,Buenos Aires,Río Negro,5538,14843,previaje 2
2021-11,Buenos Aires,Salta,4451,11561,previaje 2
2021-11,Buenos Aires,San Juan,431,1012,previaje 2
2021-11,Buenos Aires,San Luis,1052,2409,previaje 2
2021-11,Buenos Aires,Santa Cruz,3704,9273,previaje 2
2021-11,Buenos Aires,Santa Fe,154,450,previaje 2
2021-11,Buenos Aires,Santiago del Estero,524,1509,previaje 2
2021-11,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2711,6713,previaje 2
2021-11,Buenos Aires,Tucumán,684,1702,previaje 2
2021-11,Catamarca,Buenos Aires,6,18,previaje 2
2021-11,Catamarca,Catamarca,17,50,previaje 2
2021-11,Catamarca,Ciudad Autónoma de Buenos Aires,12,19,previaje 2
2021-11,Catamarca,Córdoba,6,12,previaje 2
2021-11,Catamarca,Jujuy,4,22,previaje 2
2021-11,Catamarca,La Rioja,10,29,previaje 2
2021-11,Catamarca,Mendoza,6,24,previaje 2
2021-11,Catamarca,Misiones,6,15,previaje 2
2021-11,Catamarca,Neuquén,47,97,previaje 2
2021-11,Catamarca,Río Negro,14,50,previaje 2
2021-11,Catamarca,Salta,15,46,previaje 2
2021-11,Catamarca,San Juan,4,15,previaje 2
2021-11,Catamarca,Santa Cruz,12,21,previaje 2
2021-11,Catamarca,Santiago del Estero,4,22,previaje 2
2021-11,Catamarca,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",11,27,previaje 2
2021-11,Catamarca,Tucumán,6,21,previaje 2
2021-11,Chaco,Buenos Aires,29,77,previaje 2
2021-11,Chaco,Catamarca,3,9,previaje 2
2021-11,Chaco,Chaco,12,32,previaje 2
2021-11,Chaco,Chubut,37,73,previaje 2
2021-11,Chaco,Ciudad Autónoma de Buenos Aires,99,266,previaje 2
2021-11,Chaco,Córdoba,42,128,previaje 2
2021-11,Chaco,Corrientes,12,29,previaje 2
2021-11,Chaco,Entre Ríos,18,58,previaje 2
2021-11,Chaco,Jujuy,6,15,previaje 2
2021-11,Chaco,La Rioja,3,9,previaje 2
2021-11,Chaco,Mendoza,36,95,previaje 2
2021-11,Chaco,Misiones,36,124,previaje 2
2021-11,Chaco,Neuquén,14,37,previaje 2
2021-11,Chaco,Río Negro,60,146,previaje 2
2021-11,Chaco,Salta,49,111,previaje 2
2021-11,Chaco,San Luis,17,39,previaje 2
2021-11,Chaco,Santa Cruz,75,202,previaje 2
2021-11,Chaco,Santa Fe,3,14,previaje 2
2021-11,Chaco,Santiago del Estero,4,13,previaje 2
2021-11,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",89,251,previaje 2
2021-11,Chubut,Buenos Aires,77,164,previaje 2
2021-11,Chubut,Chaco,3,9,previaje 2
2021-11,Chubut,Chubut,172,439,previaje 2
2021-11,Chubut,Ciudad Autónoma de Buenos Aires,204,422,previaje 2
2021-11,Chubut,Córdoba,41,92,previaje 2
2021-11,Chubut,Entre Ríos,21,52,previaje 2
2021-11,Chubut,Jujuy,30,61,previaje 2
2021-11,Chubut,Mendoza,64,156,previaje 2
2021-11,Chubut,Misiones,107,282,previaje 2
2021-11,Chubut,Neuquén,31,70,previaje 2
2021-11,Chubut,Río Negro,65,170,previaje 2
2021-11,Chubut,Salta,95,227,previaje 2
2021-11,Chubut,San Juan,3,6,previaje 2
2021-11,Chubut,San Luis,8,13,previaje 2
2021-11,Chubut,Santa Cruz,49,114,previaje 2
2021-11,Chubut,Santa Fe,6,11,previaje 2
2021-11,Chubut,Santiago del Estero,9,25,previaje 2
2021-11,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",32,77,previaje 2
2021-11,Chubut,Tucumán,12,20,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Buenos Aires,3173,8393,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Catamarca,240,534,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Chaco,30,68,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Chubut,1834,4732,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,434,951,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Córdoba,1172,2890,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Corrientes,297,741,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Entre Ríos,702,2015,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Formosa,13,22,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Jujuy,1750,4306,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,La Pampa,43,95,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,La Rioja,220,482,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Mendoza,4237,11345,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Misiones,2794,7883,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Neuquén,2139,5284,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Río Negro,4709,11630,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Salta,3076,7676,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,San Juan,359,827,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,San Luis,325,791,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Santa Cruz,3270,7909,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Santa Fe,139,351,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Santiago del Estero,301,950,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2590,5895,previaje 2
2021-11,Ciudad Autónoma de Buenos Aires,Tucumán,664,1558,previaje 2
2021-11,Córdoba,Buenos Aires,439,809,previaje 2
2021-11,Córdoba,Catamarca,137,291,previaje 2
2021-11,Córdoba,Chubut,341,935,previaje 2
2021-11,Córdoba,Ciudad Autónoma de Buenos Aires,508,1188,previaje 2
2021-11,Córdoba,Córdoba,1155,3767,previaje 2
2021-11,Córdoba,Corrientes,94,242,previaje 2
2021-11,Córdoba,Entre Ríos,116,359,previaje 2
2021-11,Córdoba,Formosa,3,4,previaje 2
2021-11,Córdoba,Jujuy,238,599,previaje 2
2021-11,Córdoba,La Pampa,11,26,previaje 2
2021-11,Córdoba,La Rioja,88,211,previaje 2
2021-11,Córdoba,Mendoza,530,1411,previaje 2
2021-11,Córdoba,Misiones,768,2244,previaje 2
2021-11,Córdoba,Neuquén,419,1266,previaje 2
2021-11,Córdoba,Río Negro,1472,3987,previaje 2
2021-11,Córdoba,Salta,741,1912,previaje 2
2021-11,Córdoba,San Juan,23,59,previaje 2
2021-11,Córdoba,San Luis,88,250,previaje 2
2021-11,Córdoba,Santa Cruz,930,2106,previaje 2
2021-11,Córdoba,Santa Fe,24,61,previaje 2
2021-11,Córdoba,Santiago del Estero,121,352,previaje 2
2021-11,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",898,2051,previaje 2
2021-11,Córdoba,Tucumán,63,176,previaje 2
2021-11,Corrientes,Buenos Aires,23,60,previaje 2
2021-11,Corrientes,Catamarca,8,21,previaje 2
2021-11,Corrientes,Chubut,4,9,previaje 2
2021-11,Corrientes,Ciudad Autónoma de Buenos Aires,101,253,previaje 2
2021-11,Corrientes,Córdoba,49,97,previaje 2
2021-11,Corrientes,Corrientes,37,142,previaje 2
2021-11,Corrientes,Entre Ríos,5,15,previaje 2
2021-11,Corrientes,Jujuy,8,24,previaje 2
2021-11,Corrientes,Mendoza,26,85,previaje 2
2021-11,Corrientes,Misiones,45,153,previaje 2
2021-11,Corrientes,Neuquén,12,22,previaje 2
2021-11,Corrientes,Río Negro,55,135,previaje 2
2021-11,Corrientes,Salta,36,116,previaje 2
2021-11,Corrientes,San Juan,4,6,previaje 2
2021-11,Corrientes,Santa Cruz,24,67,previaje 2
2021-11,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",28,94,previaje 2
2021-11,Corrientes,Tucumán,4,15,previaje 2
2021-11,Entre Ríos,Buenos Aires,53,162,previaje 2
2021-11,Entre Ríos,Catamarca,20,36,previaje 2
2021-11,Entre Ríos,Chubut,142,326,previaje 2
2021-11,Entre Ríos,Ciudad Autónoma de Buenos Aires,74,208,previaje 2
2021-11,Entre Ríos,Córdoba,186,500,previaje 2
2021-11,Entre Ríos,Corrientes,21,34,previaje 2
2021-11,Entre Ríos,Entre Ríos,134,424,previaje 2
2021-11,Entre Ríos,Jujuy,78,166,previaje 2
2021-11,Entre Ríos,La Rioja,41,73,previaje 2
2021-11,Entre Ríos,Mendoza,129,353,previaje 2
2021-11,Entre Ríos,Misiones,70,212,previaje 2
2021-11,Entre Ríos,Neuquén,43,121,previaje 2
2021-11,Entre Ríos,Río Negro,204,529,previaje 2
2021-11,Entre Ríos,Salta,226,466,previaje 2
2021-11,Entre Ríos,San Juan,24,47,previaje 2
2021-11,Entre Ríos,San Luis,34,93,previaje 2
2021-11,Entre Ríos,Santa Cruz,241,654,previaje 2
2021-11,Entre Ríos,Santa Fe,15,66,previaje 2
2021-11,Entre Ríos,Santiago del Estero,6,12,previaje 2
2021-11,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",190,454,previaje 2
2021-11,Entre Ríos,Tucumán,48,105,previaje 2
2021-11,Formosa,Buenos Aires,9,18,previaje 2
2021-11,Formosa,Chaco,4,8,previaje 2
2021-11,Formosa,Chubut,18,43,previaje 2
2021-11,Formosa,Ciudad Autónoma de Buenos Aires,19,42,previaje 2
2021-11,Formosa,Misiones,6,22,previaje 2
2021-11,Formosa,Neuquén,4,32,previaje 2
2021-11,Formosa,Río Negro,7,37,previaje 2
2021-11,Formosa,Santa Cruz,11,33,previaje 2
2021-11,Formosa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,21,previaje 2
2021-11,Jujuy,Buenos Aires,27,51,previaje 2
2021-11,Jujuy,Chubut,10,23,previaje 2
2021-11,Jujuy,Ciudad Autónoma de Buenos Aires,62,113,previaje 2
2021-11,Jujuy,Córdoba,25,65,previaje 2
2021-11,Jujuy,Jujuy,37,97,previaje 2
2021-11,Jujuy,Mendoza,14,24,previaje 2
2021-11,Jujuy,Misiones,19,50,previaje 2
2021-11,Jujuy,Neuquén,11,17,previaje 2
2021-11,Jujuy,Río Negro,25,52,previaje 2
2021-11,Jujuy,Salta,49,128,previaje 2
2021-11,Jujuy,San Luis,6,6,previaje 2
2021-11,Jujuy,Santa Cruz,23,36,previaje 2
2021-11,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",18,22,previaje 2
2021-11,Jujuy,Tucumán,4,10,previaje 2
2021-11,La Pampa,Buenos Aires,9,20,previaje 2
2021-11,La Pampa,Chubut,16,48,previaje 2
2021-11,La Pampa,Ciudad Autónoma de Buenos Aires,21,45,previaje 2
2021-11,La Pampa,Córdoba,20,42,previaje 2
2021-11,La Pampa,Entre Ríos,25,44,previaje 2
2021-11,La Pampa,Jujuy,14,29,previaje 2
2021-11,La Pampa,La Pampa,6,11,previaje 2
2021-11,La Pampa,Mendoza,12,28,previaje 2
2021-11,La Pampa,Misiones,41,157,previaje 2
2021-11,La Pampa,Neuquén,46,102,previaje 2
2021-11,La Pampa,Río Negro,32,87,previaje 2
2021-11,La Pampa,Salta,21,52,previaje 2
2021-11,La Pampa,San Luis,6,10,previaje 2
2021-11,La Pampa,Santa Cruz,29,72,previaje 2
2021-11,La Pampa,Santiago del Estero,3,7,previaje 2
2021-11,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",27,59,previaje 2
2021-11,La Pampa,Tucumán,8,13,previaje 2
2021-11,La Rioja,Buenos Aires,10,32,previaje 2
2021-11,La Rioja,Catamarca,11,24,previaje 2
2021-11,La Rioja,Ciudad Autónoma de Buenos Aires,13,22,previaje 2
2021-11,La Rioja,Córdoba,22,108,previaje 2
2021-11,La Rioja,La Rioja,16,47,previaje 2
2021-11,La Rioja,Misiones,3,9,previaje 2
2021-11,La Rioja,Río Negro,10,29,previaje 2
2021-11,La Rioja,Salta,28,66,previaje 2
2021-11,La Rioja,San Luis,7,8,previaje 2
2021-11,La Rioja,Santa Cruz,5,12,previaje 2
2021-11,La Rioja,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,15,previaje 2
2021-11,Mendoza,Buenos Aires,275,668,previaje 2
2021-11,Mendoza,Chubut,156,387,previaje 2
2021-11,Mendoza,Ciudad Autónoma de Buenos Aires,410,1061,previaje 2
2021-11,Mendoza,Córdoba,140,367,previaje 2
2021-11,Mendoza,Corrientes,4,10,previaje 2
2021-11,Mendoza,Entre Ríos,21,34,previaje 2
2021-11,Mendoza,Jujuy,28,73,previaje 2
2021-11,Mendoza,Mendoza,401,1257,previaje 2
2021-11,Mendoza,Misiones,209,603,previaje 2
2021-11,Mendoza,Neuquén,249,830,previaje 2
2021-11,Mendoza,Río Negro,351,975,previaje 2
2021-11,Mendoza,Salta,130,367,previaje 2
2021-11,Mendoza,San Juan,19,53,previaje 2
2021-11,Mendoza,San Luis,131,447,previaje 2
2021-11,Mendoza,Santa Cruz,228,549,previaje 2
2021-11,Mendoza,Santa Fe,13,26,previaje 2
2021-11,Mendoza,Santiago del Estero,20,44,previaje 2
2021-11,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",205,468,previaje 2
2021-11,Mendoza,Tucumán,23,56,previaje 2
2021-11,Misiones,Buenos Aires,28,80,previaje 2
2021-11,Misiones,Catamarca,17,25,previaje 2
2021-11,Misiones,Chubut,21,57,previaje 2
2021-11,Misiones,Ciudad Autónoma de Buenos Aires,84,194,previaje 2
2021-11,Misiones,Córdoba,43,76,previaje 2
2021-11,Misiones,Corrientes,11,31,previaje 2
2021-11,Misiones,Entre Ríos,18,70,previaje 2
2021-11,Misiones,Jujuy,24,57,previaje 2
2021-11,Misiones,La Rioja,21,34,previaje 2
2021-11,Misiones,Mendoza,87,210,previaje 2
2021-11,Misiones,Misiones,89,259,previaje 2
2021-11,Misiones,Neuquén,21,43,previaje 2
2021-11,Misiones,Río Negro,68,194,previaje 2
2021-11,Misiones,Salta,160,369,previaje 2
2021-11,Misiones,San Juan,30,46,previaje 2
2021-11,Misiones,Santa Cruz,71,138,previaje 2
2021-11,Misiones,Santa Fe,5,14,previaje 2
2021-11,Misiones,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",76,153,previaje 2
2021-11,Misiones,Tucumán,17,28,previaje 2
2021-11,Neuquén,Buenos Aires,138,260,previaje 2
2021-11,Neuquén,Chaco,3,3,previaje 2
2021-11,Neuquén,Chubut,57,157,previaje 2
2021-11,Neuquén,Ciudad Autónoma de Buenos Aires,222,475,previaje 2
2021-11,Neuquén,Córdoba,81,187,previaje 2
2021-11,Neuquén,Entre Ríos,3,7,previaje 2
2021-11,Neuquén,Jujuy,59,162,previaje 2
2021-11,Neuquén,Mendoza,53,152,previaje 2
2021-11,Neuquén,Misiones,53,146,previaje 2
2021-11,Neuquén,Neuquén,170,524,previaje 2
2021-11,Neuquén,Río Negro,142,394,previaje 2
2021-11,Neuquén,Salta,273,753,previaje 2
2021-11,Neuquén,San Juan,8,21,previaje 2
2021-11,Neuquén,San Luis,6,8,previaje 2
2021-11,Neuquén,Santa Cruz,62,154,previaje 2
2021-11,Neuquén,Santa Fe,13,27,previaje 2
2021-11,Neuquén,Santiago del Estero,8,21,previaje 2
2021-11,Neuquén,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",43,105,previaje 2
2021-11,Neuquén,Tucumán,7,17,previaje 2
2021-11,Río Negro,Buenos Aires,200,424,previaje 2
2021-11,Río Negro,Catamarca,7,17,previaje 2
2021-11,Río Negro,Chubut,99,287,previaje 2
2021-11,Río Negro,Ciudad Autónoma de Buenos Aires,238,510,previaje 2
2021-11,Río Negro,Córdoba,89,209,previaje 2
2021-11,Río Negro,Corrientes,5,15,previaje 2
2021-11,Río Negro,Entre Ríos,18,58,previaje 2
2021-11,Río Negro,Jujuy,63,173,previaje 2
2021-11,Río Negro,La Pampa,3,9,previaje 2
2021-11,Río Negro,La Rioja,5,21,previaje 2
2021-11,Río Negro,Mendoza,95,221,previaje 2
2021-11,Río Negro,Misiones,120,333,previaje 2
2021-11,Río Negro,Neuquén,142,420,previaje 2
2021-11,Río Negro,Río Negro,175,477,previaje 2
2021-11,Río Negro,Salta,142,377,previaje 2
2021-11,Río Negro,San Juan,8,18,previaje 2
2021-11,Río Negro,Santa Cruz,57,122,previaje 2
2021-11,Río Negro,Santa Fe,11,24,previaje 2
2021-11,Río Negro,Santiago del Estero,6,18,previaje 2
2021-11,Río Negro,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",37,90,previaje 2
2021-11,Río Negro,Tucumán,18,60,previaje 2
2021-11,Salta,Buenos Aires,89,187,previaje 2
2021-11,Salta,Catamarca,11,25,previaje 2
2021-11,Salta,Chubut,36,90,previaje 2
2021-11,Salta,Ciudad Autónoma de Buenos Aires,163,351,previaje 2
2021-11,Salta,Córdoba,42,96,previaje 2
2021-11,Salta,Corrientes,9,27,previaje 2
2021-11,Salta,Entre Ríos,31,42,previaje 2
2021-11,Salta,Jujuy,141,375,previaje 2
2021-11,Salta,Mendoza,78,204,previaje 2
2021-11,Salta,Misiones,221,637,previaje 2
2021-11,Salta,Neuquén,188,333,previaje 2
2021-11,Salta,Río Negro,166,324,previaje 2
2021-11,Salta,Salta,201,574,previaje 2
2021-11,Salta,San Luis,3,10,previaje 2
2021-11,Salta,Santa Cruz,58,123,previaje 2
2021-11,Salta,Santa Fe,6,9,previaje 2
2021-11,Salta,Santiago del Estero,30,99,previaje 2
2021-11,Salta,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",65,164,previaje 2
2021-11,Salta,Tucumán,15,32,previaje 2
2021-11,San Juan,Buenos Aires,41,86,previaje 2
